score,prompt,essay,comment,URL
9.0,"
With the vast increase in online resources today, libraries with print books are not a necessity for today's society. 
To what extent do you agree or disagree with this statement? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

","
It is indeed true that digital resources today far outstrip what can be put and stored in print books. Almost any kind of book can now be accessed digitally and those that can't be will soon be changed to a digital format. Some people, therefore, believe that libraries with print books are no longer needed. 
If one looks at this issue dispassionately, it seems far more logical that people now should only read books digitally. It only requires a single computer or electronic reader and an individual can have access to the history of literature and works on all other fields. The costs involved with setting, typing, printing and distributing print books would practically disappear and this would make things more convenient and much cheaper. An actual library building would be totally unnecessary, as all one would need would be a 'virtual library' as a website and all works could be accessed through this portal. There would not even be any need to leave the house to gain access to anything one needed. This would seem to be the most logical way of proceeding. 
Logic, however, is not always the best approach to everything. Print books have a long history with humanity and our relationship with real books is not something that can be changed overnight. Many people, including younger readers, feel that there is something special about having a book with real paper and needing to turn pages. There will therefore for the time being be a future for print books and libraries. 
Libraries will continue to be especially important, as not all older people use computers and e-readers as much as the younger generation. They will still want to read print books and the library is a cheap and convenient place to find them. In addition, if only a few books in print are available in the future, libraries might be one of the few places where they might be accessed. Another purpose that libraries serve is acting as community centres that organise events, education and childcare. Ironically, libraries also provide computers and Internet access for people who cannot afford their own. 
In spite of the seeming dominance to come of digital books, I feel that there is and will be a place for libraries with print books. This state of affairs might change in the future, but at present, they are important community resources. 
",,
9.0,"
Some people feel that fashion is like art and a significant part of society, while others feel that fashion is a waste of time and money. 
Discuss both views and give your own opinion. 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

","
The fashion industry today is an important component of society and people's lives. It is true that many people care little for clothes and scorn the importance that others attach to them; however, this does not mean that the significance that people give to fashion is a waste of time and money. 
When one considers that areas of the world suffer from poverty, disease and inadequate access to food and clean water, the emphasis attached to fashion by the developed world can seem out of proportion. Many people would contend that the resources put into developing and creating fashion would be more ethically spent on creating some level of equality in terms of the right to live a healthy and happy life. This point is hard to argue with. However, it is also true that people in the developed world cannot be expected to send all their spending money to people in need and that wanting to look good is an unalterable human trait. 
The fashion industry contributes to the society much like most other industries. It provides jobs and income to millions of people around the world and the money that changes hands generates taxes that contribute to the fabric of society. There is more to fashion than trying to look better than others and excessive luxury. The high level of fashion is indeed a kind of art form and, like other art forms, there will always be people who appreciate it, want to create it and want to spend money on it. It is part of the development of civilisation and this is not likely to change. 
I therefore feel that, although the gap between the rich and the poor sometimes makes it seem that fashion is a waste of time and money and an unethical use of resources, fashion is an important part of today's society and economic output. This leads me to believe that trying to strike a balance between selfish greed and a more altruistic way of living should be an individual choice. 
",,
9.0,"
Traffic on roads has become a problem in nearly every country in the world. What can be done to reduce the amount of traffic at a society level? What could individuals do to help? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

","
In nearly every city around the world, the volume of traffic on roads has become a significant problem. Society's dependence on the car has led to nearly all families owning at least one car and often two. Changing this situation will not be easy, but a series of social reforms and education could allow the numbers of cars on today's roads to be reduced. 
To decrease traffic, multiple social reforms could be imposed. First of all, fuel prices could be raised, while simultaneously public transportation improved. The aim would be to make more people rely on public transportation. Another method to decrease traffic in cities would be to decrease the number of parking slots in the city and increase the cost for these. This method also aims at encouraging the usage of public transportation, as it would make public transport more appealing than parking. Yet another social reform could be to give tax breaks, if proven, that the person is using public transport on a regular basis. 
In addition to social reforms, each individual would need to be educated to increase awareness of the environment. This could be achieved through addressing the matter using multiple media. Within this campaign, the environmental as well as the individual benefits of decreasing the usage of cars would have to be highlighted. As a result, the likelihood of voluntary cooperation would increase, because people would become motivated to reduce their reliance on cars. 
In conclusion, only when individuals become aware can social reforms function properly. Success would mean more people using public transport and fewer people using cars. When this goal is achieved, stress on the environment will be decreased. 
",,
9.0,"
Tourism today creates a variety of problems, such as pollution due to flights, transport and dirty water. 
Do you think that governments should impose extra taxes on flights or accommodation to restrict today's tourism industry? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

","
Travelling today is simple to the extent that within twelve hours one can travel from Europe to Singapore, crossing nearly the whole globe. Based on this simplicity, tourism has changed significantly over the years. While in the past a family would be proud to drive two hours to a lake, many families now think nothing of travelling to the far side of the world. This also has a downside as increased pollution is a result. Extra taxes on flights or accommodation have therefore been offered as a solution so as to increase the cost of tourism and reduce its popularity. 
No matter what major transportation is used, travelling creates pollution. To decrease the amount of pollution caused by tourism, the tourism industry itself would have to be weakened. If these increased taxes are based on travelling distance, people would be more willing to stay closer to their home country, as for many even a slight increase would mean that their planned holidays would be too expensive. Accommodation taxes would raise holiday costs no matter the distance travelled. Therefore, if increased taxes were levied on travel and accommodation, tourism and therefore pollution would decrease. 
On the other hand, the main transport methods that would be impacted by imposing extra taxes would be communal ones, such as planes, trains and buses, and increasing the taxes would also impact non-tourists. Also, holidays are a vital part of ordinary people's lives, as they escape from work and stress, and get to spend valuable time with their families. Stopping people travelling would greatly impact some simple pleasures of ordinary life. 
In conclusion, while tourism impacts the environment significantly, simply introducing extra taxes on transport or accommodation is a drastic measure. It could be more valuable to change the methods of transportation to decrease pollution, instead making people stay close to home.	 
",,
9.0,"
In some cities, the numbers of tourists seem to be overwhelming. Why is this happening? What are the effects of this on individuals and society? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

","
With the rise of cheaper airlines and with technology and affluence allowing people to travel more easily, tourism is an industry that has experienced a significant increase. This caused the numbers of tourists in some popular cities to become greater than desirable and created some effects on both individuals and society. 
People feed on the positive experiences of others, and vivid images on social media, shared by happy holiday-makers, attract more and more visitors to iconic cities. This creates a snowball effect where increasing numbers of people cause an even bigger influx of tourism by sharing their experiences online. Affordable airfares and modern websites that make finding accommodation easier also play a significant role in making certain cities extremely attractive to tourists. 
One positive effect of this phenomenon for both individuals and society is that it is an indicator that people are travelling to different countries. Travel is a great way to broaden the mind and develop more understanding and acceptance of other cultures and beliefs. Individuals will become more tolerant and society should be more integrated and peaceful. Another positive effect is that jobs and businesses are created and supported by the tourism industry, thus generating taxes to help support government infrastructures. 
There are negative effects though, especially for the residents of the cities with high numbers of tourists. It is well known that excessive tourism dilutes the authentic culture of the destination, the prices go up and the quality of products and services goes down. The historic centres of too many popular cities now seem to only feature the same chain stores and services, and food tends to become more internationalised rather than offering the authentic food of the country and region. The centres of very busy tourist towns become overly geared towards providing accommodation for rent, whether it is hotels, hostels or private apartments. This reduces the amount of housing for locals, as well as driving up rental and purchase prices. 
To sum up, tourism has many positive effects, but when the numbers of tourists get so high, it can spoil the authenticity of a destination, which is negative for local and visiting individuals and society as a whole. 
",,
9.0,"
There are many things that can motivate people to perform well in their work. These can include the salary, job satisfaction or the chance to help others. What do you feel is the best motivation to do well at work? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

","
To perform well in a job, people have to be motivated. There are multiple strategies for employers to incentivise their employees. The most obvious one is the salary; however, job satisfaction and the ability to help people are other methods of improving performance at work. 
For the majority of the people, receiving their salary at the end of the month is their motivation. This is because money is necessary to fulfill the most basic needs and other materialistic desires. Employees see these opportunities when receiving their salary and therefore work to achieve money. Furthermore, performing well in a job can often lead to promotions with higher pay packages. To receive this, staff have to stand out positively in their jobs. Salary is therefore a key motivational tool for many workforce participants. 
However, money is far from being the only incentive. Another aspect affecting performance is job satisfaction. If a person is comfortable in their work, they are more likely to perform well. Therefore this motivational tool interlinks with salary, as when people are content and perform well, the chances of promotion increase. For some individuals though, only their passion can drive them. Prime examples for this are humanitarian jobs. The salaries are often not very high, but those choosing to work in this field are often very driven; their passion to help others is prioritised over their own salary. 
In conclusion, while income might be the most common motivational factor, it is unusual to be the sole incentive for working hard, and some people are motivated wholly due to other reasons. 
",,
9.0,"
Having a salaried job is better than being self-employed. To what extent do you agree or disagree with this statement? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

","
If one wants to work for money, there are really only two options, working for someone else for a salary and being self-employed. Most people are involved with these two options and they both have advantages and disadvantages. 
Being self-employed means that the worker owns the business that is being done. This might be a small one-person business or a large company with hundreds of employees. The first advantage of this is the capacity to earn more money. If the business does very well, the income can be considerable and the owner of the company will receive the benefits. On the other hand, if business is not good, the owner's income will be low. Self-employed people also have the benefit to some extent of choosing their working hours and holidays and they have the right to change anything within their business. With this autonomy, however, comes the pressure to succeed and the reliance on one's employees, if there are any, to do their best to make the business thrive. 
Salaried workers do not experience the same stress as the self-employed owners of companies. They might have stress in their duties, but the pressure that comes with keeping one's own business operating successfully in order to support oneself and one's family is just not felt by an employee. The employee also has a certain knowledge of his or her income, as the salary is usually fixed every month. The self-employed owner's income often depends on how successful the business is. The employee's fixed income, however, does not give much scope for earning large amounts more. In addition, an employee does not have the freedoms of the owner or the autonomy, and for many people, having control over their lives is a significant factor to their well-being. 
It is certain that there are advantages and disadvantages for both being self-employed and salaried. I personally disagree that being salaried is better than being self-employed. I prefer the autonomy that being self-employed brings and, although there is more risk and pressure, this can lead to greater and more fulfilling rewards. 
",,
9.0,"
Many people believe that studying at university is the best way to develop oneself, learn new skills and find a well-paid job. Other people believe that more is learned from getting a job straight away after school and learning whilst working. 

Discuss both views and give your own opinion. 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

","
There are many ways to learn new knowledge and skills. Traditional educational routes, such as school followed by college or university is one route that is generally accepted and respected by today's society. It can be argued, however, that this is not always the best way. A more vocational route can be more appropriate for certain people and for particular jobs. 
Universities generally have deference given to them and, due to this, most schools tailor their programs to help students get university admission. Universities usually have respected and highly qualified teachers who have the knowledge and the skills to take their students to very high levels of knowledge and expertise. The very difficulty of gaining admission, getting through the duration of the course and passing final exams ensures to employers that graduates have the necessary self-discipline, intelligence and ability to get through the courses. 
Universities are also particularly well suited to the teaching of various subjects, for example, medicine, law and literature and these subjects need students' full-time attention in order to do well. Although vocational experience is necessary, a certain grounding in basic concepts to a high-level is important. Once this knowledge has been acquired, students can then integrate their knowledge with practical understanding. 
This, however, is not the case for all areas of learning, especially ones where the quantity of high level knowledge is not required or is possible to be learned whilst working at the same time. Young people studying to be an electrician or a plumber are good examples. To do this work well requires a lot of experience, yet also a sound understanding of theory. The learning here can be and is done working and studying at the same time, often through apprenticeships and vocational courses involving significant amounts of work experience. 
Therefore, in my opinion, there are more ways than one to acquire a profession. Whether learning should take place at university alone or whilst working depends on the course and the end job. 
",,
9.0,"
People today find their lives more and more dominated by their jobs. To what extent do you agree or disagree with this statement? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

","
It is certainly true that many people around the world find their lives dominated by the work that they have to do. This is shown when you realise how people's work, and how much time, effort and resources they devote to it, is often the subject of conversation. 
Most people depend on their jobs to generate an income to pay for their lives' necessities and luxuries, and so work can naturally become a dominating focus. As this is an important part of nearly everyone's everyday life, it can seem that people's lives are indeed becoming more influenced by their jobs. Whether this emphasis on work is more significant now than in previous years is debatable. In many developed countries around the world, there are procedures in place to help people with finding work, providing unemployment benefits, ensuring education, and offering pension payments. In times past, these provisions were not in place and a job or business was required to provide the necessary income. 
Therefore, in spite of increases in the cost of living in many places around the world, it can be argued there is actually less pressure than in previous years to keep one's job and perform well at it. This, in turn, would lead to people's lives being less influenced by their jobs today. It is also true that in the past, people were as responsible and focused on doing well in their responsibilities as today and so, in this respect, the people of the past would be equally dedicated to their work as people are today. 
While I agree that people's lives today are often dominated by their jobs, I feel that the current situation is not necessarily worse than before. In fact, it may be more positive, due to the fewer pressures to earn money in many countries. 
",,
9.0,"Today's schools should teach their students how to survive financially in the world today. To what extent do you agree or disagree with this statement? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 

You should write at least 250 words.","In schools, students learn to analyse literature, calculate using trigonometry and understand how photosynthesis works, but often students are inexperienced and helpless after graduation when encountering the real world. It is therefore argued that schools should teach their students how to survive financially in the world. 
This topic is difficult, though. Many educators believe that a school is supposed to teach students in subjects that they will most probably not encounter again post-graduation, so that teachers can develop open-minded and well-informed individuals. At the same time, it can be argued that schools should impart skills that would be applicable in everyday life. Mathematics, for example, is supposed to not only communicate actual mathematics skills, but also teach logic to students. However, schools are supposed to prepare the youths for their lives following high school. Currently this goal is not fully met, as often students are unable to handle their finances sensibly and therefore can often face significant problems. Schools that teach students how to survive financially could change this. 
This significant shift in the ideology of education is unlikely to take place soon, as the education system has been in place for too long to be easily changed. Also a change of this scale would be costly, as teachers would have to be trained and a syllabus for this potential subject would have to be created. However, in some countries, for example Germany, a community subject is available in which politics and finances are discussed. This leaves students from Germany in a better situation to deal with finances in their lives. 
In conclusion, I believe that training school students in financial matters would be very useful. Adding new content to the syllabus would require a significant amount of money, but the entire community would benefit from students being better prepared for adult life.",,
9.0,"Some people believe that teaching music in schools is a vital part of growing up and the human experience, whilst others believe that teaching music in schools is a waste of time and resources. 
Discuss both these views and give your own opinion. 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","In modern day society, education has become a vital aspect of every child's life. Educational facilities tend to offer a wide range of subjects aimed at educating children and teaching them various skills. Fundamental subject areas are said to be mathematics, science, languages and physical education. Whilst some have the ideology that musical education is an important part of growing up, others believe that it should no longer be taught in schools, as it is considered a waste of time and resources. In my view, it is important to incorporate music in children's education as it promotes creativity. 
Typically people judge that learning to express oneself in a creative manner is less important than learning about mathematical theories and scientific facts. Music falls under the subject area of art, causing it to often be considered as less valuable than other subjects. Often the opponents of musical education propose that a more rationally-based education will benefit children later on in their lives, as they will be able to perceive and comprehend the logical aspects of life more easily. 
The supporters of musical education, on the other hand, argue that music is beneficial for children, because it offers a manner of creative self-expression. It is important for a child to learn about thinking creatively and to take a break from logical subjects once in a while. Furthermore, music is a salient part of human culture, as it brings people together and therefore children who study music can obtain a sense of cultural knowledge. 
In conclusion, music should be taught at school, because it enables children to express themselves creatively and to learn more about culture and human interaction. I, personally, benefited from musical education, because I played piano for seven years and believe that this has helped me become a more balanced person.",,
9.0,"Many people believe in the idea of school children wearing a school uniform, but should teachers as well be required to conform to a dress code? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","The wearing of school uniforms is an issue that is both supported and opposed by many people. Numerous schools around the world require students to wear school uniforms on their grounds, however, teachers are not often required to wear a specific uniform while working. It has therefore been suggested that it should be compulsory for teachers to wear a specific uniform or follow a specific dress code on a daily basis. 
One reason for introducing a dress code for teachers would be that teachers typically function as role models. For students who are not willing to conform to the dress code of their school, it would be beneficial to see figures of authority wearing the same outfit as each other, and they would then potentially be more willing to follow their own dress code. 
Another reason for introducing a compulsory dress code for teachers would be that if all teachers wore the same outfit, there would be no visible difference amongst them. Naturally some teachers are wealthier than others and would tend to show this through their clothing. This could cause other teachers to feel inferior and therefore could result in lower quality work and decreased motivation. Furthermore, students would feel treated more fairly, if not only they, but teachers as well had to wear a certain uniform in school. 
Lastly, uniforms for teachers would enable students and other teachers to easily distinguish between school staff and other adults. In many schools there is no high quality security system and strangers can easily enter and steal something or commit other crimes. If teachers wore uniforms, one would then be able to approach and confront strangers more easily, as one could distinguish teachers wearing uniforms clearly from other adults. 
In conclusion, there are many positive effects of introducing uniforms for teachers and therefore, in my opinion, they should be installed in as many schools as possible.",,
9.0,"Many people nowadays travel abroad for their university education. 
Why do people do this? Would you consider doing this yourself and why? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","In recent years it has become normal for high school graduates to travel abroad for their university education. There are numerous positive aspects to studying in a foreign country, such as the discovery of new cultures, the possibility of learning more about oneself and the chance of learning a new language. 
By travelling to a foreign country, it is certain that one will be confronted with foreign customs and traditions. Experiencing and understanding these customs and their origins provides students with an interesting chance to develop a more open-minded attitude towards others. Additionally, it is also extremely stimulating to learn more about the reasons behind certain traditions and practices. 
A prime reason for students studying abroad is the prospect of finding oneself and growing as an individual. When living in a foreign country, students have to become increasingly independent and they are confronted with their strengths and weaknesses. Typically students develop increased self-esteem and also acquire or improve upon their skills of housekeeping and cooking, which are important for living independently later on in life. 
When living in a foreign country students are exposed to a new language and in most cases attempt to learn it. If they already possess some knowledge about the language, they have the possibility of advancing and improving upon these skills with the native population. The ability to speak multiple languages offers students a higher chance of being successful on the international job market, which makes studying abroad an attractive choice. 
Personally, I would like to study abroad in either Scotland or France, because I would like to experience the life and customs in these countries. Additionally, I would like to become more fluent in French, as I believe this will be beneficial for me later in life. 
In conclusion, studying abroad offers the possibility for students to grow and develop as individuals and to acquire valuable skills that will be useful in adult life.",,
9.0,"Some of today's schools insist that all students have their own laptop computer in class to assist in their education. 
Do you feel that this would be an advantage to students' education or would it be an unnecessary complication? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","Several schools around the world insist that all students should bring their own private laptop to class to assist in their education. Technology has become a significant component of educating children and is considered beneficial in many ways. Nonetheless, there are likewise many disadvantages to using private technological equipment in classrooms. 
Bringing a private laptop to class offers a variety of benefits for students. Firstly, laptops can be used to take notes in classes where teachers sometimes speak at a high speed. Many children find that they can type faster than they can write by hand and therefore prefer typing their notes in class so as to not miss any important information. Teachers could furthermore make use of learning programs and websites during class, as students would have the possibility of using these websites on their private laptops. Moreover, students can use periods meant for working on assignments effectively, because they can work on their assignments digitally right away and not have to type up handmade notes later on. Information can additionally be distributed more easily to students, as for example hand-outs can simply be emailed or shared electronically and do not have to be printed. 
Although bringing private laptops to class offers these various advantages, it also creates several disadvantages. Laptops firstly are fairly expensive, meaning that families with more than one child will have to spend a large amount of money to purchase laptops for all their children. Furthermore, laptops can easily be damaged during class and outside of class as well as stolen, which could create future costs for families. During class laptops can also distract students, because they can surf the Internet or look at non-class-related work during class periods. The amount of time students are exposed to technological equipment is also increased by incorporating laptops into classrooms, which can result in several health-related problems. 
In conclusion, bringing a private laptop to class involves several advantages and disadvantages. Nonetheless, I personally believe that if used wisely, a laptop is an extremely useful tool in lessons and therefore I would support this initiative.",,
9.0,"Should governments or teachers be responsible for what is to be taught in schools? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","In modern day society, it is essential for a child to be educated in order for him or her to have success later on in life. Children are typically educated in schools, which are run by the government. The government officials therefore decide what is taught to the children and what is not. Personally, I believe that it is better if governments are responsible for the subject matter covered in school and not the teachers. 
It is a common goal to supply all children with the same opportunities in life, meaning that the same core knowledge should be taught to all children to offer them the same benefits. Naturally, some children will be better at certain subjects than others and will therefore obtain a more detailed degree of knowledge, yet every child should be taught the same core knowledge. Education provides opportunities, because certain types of education will enable children to pursue certain careers later on in life. 
Supplying the same core knowledge is an essential concept, yet it has not been put into action in several countries. In Germany, for example, the syllabus taught depends on the region of the country. In certain regions, children attend school for thirteen years and in other regions for twelve years. This raises the question whether or not the children obtain the same degree of knowledge and that the children attending school for thirteen years are at an advantage compared to those attending school for twelve years. Already one can see that problems arise when the regional government decides upon the core knowledge taught to students. If teachers had a say in what knowledge should be taught to students, the subject matter would become even more complex. The core knowledge would not only vary from region to region, yet also from school to school, providing unfair advantages and disadvantages for certain students. 
In conclusion, the government of a country should decide upon what knowledge is taught in schools, as the situation would become too complex if all teachers were responsible for this aspect.",,
9.0,"Recently published figures show that the wildlife population around the world has decreased by around fifty per cent over the last fifty years. What can we do to help protect the wildlife round the world? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","Humans have become a prime culprit for the destruction of the wildlife population around the world. Humans believe that they are the most powerful species on this planet and have therefore chosen to use all of nature's resources for their own good, even if this results in the destruction of the environment around them. Clearly, this is not a positive result of human existence and many people believe that the world's wildlife population should be better protected. 
One possible way to protect wildlife around the world is to reduce the amount of polluted substances produced through the human way of life. It has become habitual for people to pollute water by adding chemicals to it during industrial processes or to pollute air as a result of the fossil fuel industries and car emissions. Stopping the addition of chemicals to water and creating cleaner processes would reduce water pollution and help create a safer environment for wildlife to live in. Increasing the availability and use of public transportation and increasing the use of renewable energy sources could reduce world pollution further. 
Another possible attempt to protect wildlife around the world is to actively promote recycling projects to reduce the amount of resources that are wasted. This would lessen the degradation of the natural environment, as humans continue to search for new resources. Society uses a lot of paper and wood on a daily basis and people do not actively think about whether or not they are wasting these resources. Printing double-sided or on recycled paper for example would appear to change nothing, yet if carried out regularly would help make a difference. 
In conclusion, there are numerous different ways in which every human being can help to protect the wildlife population around the world. One can engage in projects to raise awareness of environmental destruction or one can actively take part in activities to protect it. Everyone must find the area in which he or she would like to involve him or herself, as all should be obliged to protect wildlife around the world.",,
9.0,"Although the prices of fuels have greatly increased over the last decade or two, it is argued that further increases in fuel prices are the only way to reduce world consumption of fuel and lessen pressure on the world's fuel resources. 
To what extent do you agree or disagree with this statement? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","Oil, gas and coal are all non-renewable resources. This is known worldwide, as well as the fact that society lives above its demands. Even though fuel prices have increased significantly over the last decade, consumption will still cause these resources to run out eventually. It has been argued that the only way to decrease the usage of fuel is to further increase the prices. 
Currently, most people think in the present and do not consider the future enough. Therefore, to affect people in their everyday lives, fuel prices ought to be raised. It is theorised that this will significantly decrease fossil fuel usage, as economic impact will be forced onto current users. It is necessary that fuel prices are high enough to immediately decrease the wealth of a family and make more people switch to public transport. Critics of this would argue, however, that society's fossil fuels, such as petrol for cars, have an inelastic price and that price hikes would have no effect other than increasing tax and oil company revenues. 
In addition, a significant increase in prices would not only impact each individual, but also a whole economy. Fuel prices are not only linked to transport, but also to food production, home heating and entertainment. A rise in prices in all these areas would seriously affect the standard of living of families with limited income and would mean the poorer parts of society would become even poorer. 
In conclusion, while raising fuel prices is one of the most commonly-discussed solutions to fuel usage problems, this answer includes too many negative variables. Certainly, increasing fuel prices would create a small reduction of transport usage, but the far-reaching effects would be unfair and unsustainable.",,
9.0,"Many parents give jobs to their children to do around the house in order to develop their characters and self-sufficiency. 
Discuss this idea and give your opinion. 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","In many modern day families, it is a common aspect of family life that parents give jobs to their children to do around the house to develop their characters and a sense of self-sufficiency. This aspect can be looked at as having both positive and negative sides. 
When parents give their children jobs or chores to do around the house, they make their children understand that they are part of a community. While this community is only within the family's house, the lessons children learn from carrying out their chores are equally fitting for the global community they live in. Children are taught that they have to integrate into the global community and that in order for this community to work effectively, everyone must carry out their chores. 
Furthermore, children learn about the concept of pride, as they are taught to be proud of what they have accomplished. Chores around the house additionally prepare children for living independently later on in life, as they acquire skills that are valuable for everyday life. I, personally, see this approach as very practical; helping my mother with cooking in my childhood and teenage years served me well, and living independently now I don't have trouble preparing meals for myself and my housemates. 
Although there are many supporters of this concept, some parents argue that children should not be given jobs to do around the house. They argue that children should be allowed to be children and not have any duties. In their opinion children should enjoy their childhood and should not have to deal with any of the responsibilities adults have to deal with. 
In conclusion, I believe that giving children chores to carry out is a positive aspect of family life, as I think that it helps children to become independent and makes it easier for them to live by themselves later on in life.",,
9.0,"Some people today believe that the world's increase in population is unsustainable and will eventually lead to a global crisis. Other people believe that world population increase is necessary and beneficial as it creates the growth of the world's economy and society. 
Discuss both these views and give your opinion. 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","The population of the world is ever growing. Some people believe that this increase has created an unsustainable situation and that it will lead to a global crisis. Other people believe that only through an increasing population can the world's economy and society develop. 
This population increase is not constant around the world; population is undergoing significant growth especially in less developed countries, and the continent of Africa is predicted to undergo the highest increase. Many people living in these less developed countries frequently face shortages, such as water, food, heating, cooking fuel and medicines, and people have to live in substandard living conditions by western standards. With more inhabitants, these difficulties will become exacerbated and helping these countries might also create strain on the resources and economies of other countries. 
On the other hand, many countries are unable to reach their economic potential due to a lack of skilled work forces. For these countries a growing population can mean a stronger economy and, due to that, a better standard of living. Growing populations can also lead to growing demand for goods, allowing economies to expand. The problem is, however, that countries that are in need of labour forces and increasing demand are already the more developed countries and they meet some of these needs by immigration and exporting goods. 
In conclusion, it is my belief that while certain areas of the world are in need of larger work forces to develop their economies, the continuously increasing population could potentially lead to crisis within countries that already struggle to provide for their inhabitants.",,
9.0,"The world today is a safer place than it was a hundred years ago, and governments should stop spending large amounts of money on their armed forces. 
To what extent do you agree or disagree with this statement? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words.","It is now some time since the whole world was involved in one war. The world nowadays is no comparison to the past, when millions of soldiers were lost on the battlefield. As the world today is significantly safer than previously, it can be argued that governments should stop spending large amounts of money on their military forces. 
The last World War dates back nearly seventy years and, since 1945, no conflict has taken place in western countries. Thus, people have suggested that spending money on necessities within society instead of armed forces is more useful. However, this is very difficult, as even though no significant conflict has taken place in western countries, they are still involved in the conflicts of other countries. For example, the US contribution in the Iraqi war has only recently ended. For such involvement of military forces in foreign lands, countries still need to have strong armed forces, in case they are needed. 
In some countries like the UK, the military is already significantly weaker than it has been in the past. However, historically, a hundred years is not that long and because no conflict has happened recently, this does not mean that there will be no conflict in the future. At the outbreak of World War Two, the UK was seriously under-prepared, as it had been thought that the horrors of World War One had convinced everyone of the uselessness of war. 
In conclusion, certain armed forces are necessary for major countries even though the world is safer than a hundred years ago. They might need to intervene in conflicts in other countries and world peace is by no means assured for the future.",,
