score;raw_data
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is likely to score IELTS Band 9. 
Set 3 General Training book, Practice Test 12 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
Some people believe that the problem of illegal drugs can be solved by legalising all drugs. To what extent do you agree or disagree with this? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Answer 
Illegal drugs have become a worldwide problem in modern day society. The trading of drugs is widespread in nearly all countries and the number of people consuming drugs worldwide is high. It has been suggested simply to legalise all recreational drugs to solve the problems associated with them. I personally agree partially with this proposal, because I can see many advantages, yet also many disadvantages. 
One positive aspect of legalising these drugs would be that the number of criminal activities committed to obtain them would decrease. Fewer people would therefore be imprisoned and have a criminal history that prevents them from progressing in life. Additionally, essential police resources would be freed up and devoted to other areas. Finally, high taxes could be imposed on the legal product, allowing governments to have better resources to improve the infrastructure of their countries. 
Although legalising all illegal drugs could result in several positive effects, there are many negative effects that could be possible. As a result of the legalisation, I personally believe that it would become acceptable to use drugs and people would no longer pay attention to the damage that drugs cause. Schools might no longer educate teenagers and adolescents about the negative effects drugs have on people, resulting in more teenagers experimenting with them, as they would believe that this is a normal aspect of life. This would result in a higher number of drug addicts and potentially in more deaths, because it would be easier to obtain a large amount of illegal drugs and therefore the chances of overdosing would also increase. 
In conclusion, I partially agree with the proposed action. Nonetheless, I think that an age restriction should be placed on drug use, as teenagers and adolescents could easily become addicted if all illegal drugs are legalised. This group of people is highly at risk of becoming addicted and potentially dying as a result of drug use and therefore should only be allowed to consume drugs after reaching a certain age. 
Go here for more IELTS Band 9 Essays"
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is close to IELTS Band 9. 
Set 3 General Training book, Practice Test 13 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
Providing a national system in a country where the unemployed receive a regular payment only encourages people not to seek work and puts an unreasonable strain on a country's financial resources. 
Discuss this statement and give your opinion. 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Sample Band 9 Essay 
In modern day society, money is a driving force for nearly everyone. Most people aspire to be financially secure and to have the ability to live the life they want. However, not everyone is able to find paid employment, and for that reason in some countries around the world, governments have initiated a system where the unemployed receive a regular payment to enable them to survive. Some people believe it is an excellent idea, whilst others believe that it is exhausting a country's financial resources. 
When looking at the positive aspects of this system, it can be said that it prevents individuals from having a private bankruptcy. When somebody becomes unemployed, he or she will have on-going costs such as rent for a dwelling, bills for water, telephone and electricity as well as the cost of food and several other things. Without a salary, this person will fall into debt, because they will be unable to cover these expenses. A national unemployment payment system will therefore prevent this person from losing nearly everything over time. Without such system, many people would become homeless and would potentially engage in criminal activities to survive. Therefore, one can say that this system is positive. Although stories are heard of people exploiting the system, usually the newly unemployed want to find a job fast in order to become financially independent again, meaning that the government does not have to support them for long. 
Although there are positive aspects of this system, one can also say that if the payment made by the government is too high, it will prevent people from looking for work actively. Occasionally, the payment people receive is higher than their potential salaries, deterring them from working and creating an on-going cost for the government. A potential solution for this could be providing free training and employment support to open up new career opportunities with higher income, which would motivate this group to re-enter the workforce. 
In conclusion, the unemployment benefits system has positive and negative aspects. Personally, I believe that the positive effects of the system outweigh the negative. The payment must remain on a level that helps people survive without regular salaries, but does not seem attractive to exploit over a longer period of time. 
Go here for more IELTS Band 9 Essays"
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is close to IELTS Band 9. 
Set 5 Academic book, Practice Test 24 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
It is the responsibility of individuals to save and provide for their own retirement. Governments have no obligation to provide this benefit. 
To what extent do you agree or disagree with this statement? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Sample Band 9 Essay 
The responsibility for providing funds for retirement is incredibly important and something that is often overlooked by younger people. Some believe it is the responsibility of the individual to plan for this, but others feel it is the responsibility of the state. 
People who believe that the state should be responsible for funding retirees, base their argument on the fact that in most countries, people pay taxes and social charges to the government. This money, they argue, should also go towards the provision of a pension for the person paying the tax. In addition, those who have very small or no income, pay little or no tax and do not have the ability to provide for themselves. The government, therefore, in its role of caring for the population, has an obligation to pay a pension and provide other social benefits, such as medical treatment. 
Many others, however, feel that it is the responsibility of individuals to fund their own retirements. As adults, they argue, people should be able to set aside and invest money throughout their lifetime, so that they can retire with few financial worries. In many countries the government has legislated a framework allowing and encouraging citizens to save up and accumulate sufficient funds for the period after their working years have ended. 
I neither agree nor disagree with the statement, but rather my opinion takes in parts of both arguments. I feel that people should be responsible for saving money to fund their retirement, but I also feel that individuals who have not had the chance to do so should be supported by the government out of taxes. In my view, therefore, it is wrong to say that governments have no obligation to help people in this area. Governments are there to support the entire population of their countries, which includes the poorer elements of society. 
Go here for more IELTS Band 9 Essays"
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is close to IELTS Band 9. 
Set 4 General Training book, Practice Test 17 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
Every household should have a government-imposed limit on the amount of rubbish it can throw away. To what extent do you agree or disagree with this? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Sample Band 9 Essay 
The amount of waste people produce can be quite shocking, with every person generating kilograms of rubbish in a single day, and all this can be difficult to manage. This has given some people the idea that there should be a limitation on the amount of rubbish produced per household; however, opinions are divided as to whether this would be the the most effective option. 
Having a limitation on the amount of waste produced sounds like a fine solution to a significant problem, with over two hundred and fifty million tons being generated in 2016 by the U.S. alone. Taxing households that break limits would push people to produce less waste and make them more mindful of what can be recycled or composted. However, forcing people to produce less waste might not be attainable. 
Households produce as much waste as they need to live their lifestyles. The waste people generate is only a result of the products they purchase, and will most likely wish to continue to purchase. Taxing people may be a cause of resentment, with many of them already struggling to pay their usual bills. In addition, if people produce more than they are allowed, this will encourage littering and dumping, so that they are not caught with more waste than entitled, and this in turn will damage the environment. 
Though controlling the amount of waste produced is important, there could be other ways of encouraging lesser output. In my opinion, governments should encourage composting and recycling, which will also reduce wasted material. People should also be more aware of what waste they produce and how it can be reduced. An education drive on these issues would perhaps be more likely to succeed in reducing rubbish than imposing limitations. 
Go here for more IELTS Band 9 Essays"
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is likely to score IELTS Band 9. 
Set 1 General Training book, Practice Test 4 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
Today's society provides people with various ways to lose weight, such as special diets or exercise regimes. Many people believe though that poor food and today's lifestyle should be addressed first. What is your opinion? 

Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Answer 
In modern day western society one can easily become obese, as the availability of cheap and unhealthy food is high. Nonetheless, many people desire to be healthy and slim and therefore have chosen to follow special diets or exercise regimes so as to not become obese. Others believe, however, that people should be better informed about today's unhealthy lifestyles and the poor food they are consuming before such diets and regimes are taken into consideration. Personally, I agree that the unhealthy lifestyle of many people must be addressed before thinking about ways of losing weight through special diets. 
It has become habitual for people to cook using ingredients that have been pre-cooked or to which chemicals have been added. Additionally, several people consume a lot of microwave and fast food, which are both easy to purchase and prepare, but are often fairly unhealthy. Due to the fact that it has become less popular to cook meals using fresh ingredients, people consume chemicals, taste intensifiers, salt and sugar without realising. By consuming food that has been made by mass production, one no longer has to think largely about how a meal is prepared and can simply consume it without thinking about the ingredients. 
It seems logical that in order to lose weight effectively and over a long period of time, one has to learn to eat in a healthy way and to carry out sport on a regular basis. Learning how to cook with fresh ingredients is an important aspect of eating in a healthy way, and, by doing so, people can avoid eating food that has been pre-made. If people do not understand this concept, they will fall back into unhealthily habits after their diet is over. 
In conclusion, today's unhealthy lifestyles as well as the poor quality food consumed by people on a regular basis must be addressed before thinking about diets or exercise regimes. If people can combine exercise with wholesome eating habits, they will be happier and healthier. 
Go here for more IELTS Band 9 Essays"
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is likely to score IELTS Band 9. 
Set 2 Academic book, Practice Test 7 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
One of the major problems that faces today's governments is creating enough satisfactory housing for their increasing populations whilst still trying to protect the environment. 
How can this be achieved? Discuss and give your opinion. 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Answer 
In a world with an ever-growing population, providing housing is one of the crucial tasks of all governments. At the same time, however, the environment has to be protected from too much destruction and deforestation. Different solutions have been created to solve these problems. One significant solution could be increasing the height of buildings. 
When looking at the skyline of metropolitan cities, skyscrapers are becoming increasingly visible. The reason for this is simple: housing has to be provided, while the environment should suffer the least amount possible. Decreasing the building footprints of houses and therefore the destruction of environment, while increasing the height, is an effective solution in overcoming this dilemma. This resolution also has its faults though, as increasing height also means that sunlight reaching the streets will decrease and that housing will be built more densely in order to save space. 
Another possible solution is to increase building costs to pressure the population into living in smaller areas, which would save space. As this impacts members of the community unevenly depending on their wealth, this would encourage unequal living standards and conflicts as a result of this. Therefore, this is not a plausible solution to the problem. 
In my opinion, finding the perfect way to minimise environmental damage while increasing housing is a problem to which there is no simple solution. Many governments are currently relying on height to solve the problem, but this is not attractive to many people. Any solution chosen should be one that causes the fewest problems. 
Go here for more IELTS Band 9 Essays"
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is likely to score IELTS Band 9. 
Set 3 Academic book, Practice Test 14 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
In some countries private cars are now banned from certain city centres. What are the advantages and disadvantages of such a system and do you feel that this is something that most cities should adopt? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Answer 
Banning cars from city centres is a recent trend and it can be seen in various cities around the world. Certain advantages and disadvantages immediately spring to mind when considering this step that city councils are taking. 
The advantages are clear. Since cars were introduced, city centres have always been areas where air quality is poor due to the amount of emissions, which in turn affects people's health. City centres become quieter and safer for people to wander around shopping and enjoying themselves. Access to city centres can still be good, as it is usually only private vehicles that are banned, and buses and taxis can still take people in and out of the city centre areas. Many towns also operate a park and ride scheme, so people can leave their cars in safe car parks in the outskirts of towns and travel with a dedicated bus service to the town centres. It would seem hard to criticise this kind of scheme. 
There are critics though to the scheme of banning cars in city centres. City centre shop keepers have often been vocal opponents, as they believe that fewer people will come to the city centres and therefore their incomes will be affected. The general public also sometimes object, as people often like to travel in their own private vehicles. In actual fact, banning cars from city centres has in practice not reduced the number of people who travel to city centres to shop. People like shopping and socialising in city centres and they just adapt to the situation. There is no answer to people who want to drive their own cars. They hopefully will just realise that the sacrifice of not driving their own cars is outweighed by the health and lifestyle improvements of a cleaner and quieter city centre. 
In conclusion, there are far more advantages to banning cars from city centres than allowing them. It is therefore a measure that most city centres should adopt for their citizens. 
Go here for more IELTS Band 9 Essays"
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is close to IELTS Band 9. 
Set 5 Academic book, Practice Test 23 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
Many cities have areas where the only cars are taxis and buses. 
Is this a positive or a negative development? What are the effects of this on individuals and society? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Sample Band 9 Essay 
Banning cars from the centre of various cities around the world has been a strategy to reduce pollution and encourage people to use public transport. It has had various positive effects for both individuals and for society as a whole. 
Banning cars from the centre of cities seems to be a very positive development. Fewer cars on the road means less pollution and fewer fossil fuel resources being used up. Although the effect on resources might be relatively negligible, it can create a newer way of thinking regarding the dynamics of transport within cities and this could be the most important benefit to society. Some people working in the centre of these cities may complain about inconvenience, but many would agree that this is a small price to pay. 
A reduction in the reliance of people on private vehicles is likely to encourage them to use public transport or even bicycles. Using public transport, especially the types that run on clean sources of power, will significantly raise air quality levels in cities, which will of course benefit everyone. The clean air could even further encourage the use of bicycles, which would in turn promote more healthy lifestyles and less obesity. This would contribute on an individual level to people's well-being and a better and longer life, and on a societal level, it would lessen the strain on public health resources. Governments could encourage this by creating more bicycle lanes to make cycling easier and safer. 
In conclusion, it is clear that banning cars from the centre of cities is significantly beneficial. Better health and ecology, as well as improvement in longevity and well-being can benefit individuals and the entire society. 
Go here for more IELTS Band 9 Essays"
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is close to IELTS Band 9. 
Set 6 General Training book, Practice Test 28 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
Many people in cities today live in high-rise apartment blocks. What are the advantages and disadvantages of this type of living? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Sample Band 9 Essay 
High-rise apartment blocks are a common sight in cities around the world. They are especially popular in large cities and in locations where building land is scarce. Living in such buildings has various advantages and disadvantages for town planners and the inhabitants themselves. 
The most significant advantage of high-rise apartment blocks is probably for the town planners. With land often being at a premium in large cities, one way to maximise space is to build upwards, so that the population density per square kilometre can be increased. The demand for housing in big cities can therefore be more easily met. There are also disadvantages for town planners. The heavier population density can put added pressure on social facilities, for example sewage and other waste disposal, and the provision of adequate school and medical services. 
There are also advantages and disadvantages for the actual inhabitants of high-rise apartment blocks. With the demand for housing being reduced, prices are therefore not as high, making housing more affordable. Many people also like not having to be responsible for a garden, and living in an apartment has this advantage. Finally, with so many people living in the same area, many friendships can be made and a community spirit can be built up. It appears the most significant disadvantage is that, in practice, living in high-rise apartment blocks is just not the lifestyle many people want. In some city neighbourhoods, these living spaces can often be associated with poor living conditions and undesirable social elements. In addition, many people view high-rise apartment blocks as being unsafe. For example, in the case of fire, tall buildings are difficult or impossible to evacuate safely. 
It is clear that high-rise apartment blocks have benefits and drawbacks. It is also clear, however, that due to the need to house increasing numbers of people in cities, these architectural features are here to stay, whether people like them or not. 
Go here for more IELTS Band 9 Essays"
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is close to IELTS Band 9. 
Set 6 Academic book, Practice Test 30 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
Some people like to own the place where they live, but other people like to rent where they live. Discuss both views and give your own opinion. 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Sample Band 9 Essay 
The debate over whether it is better to own or rent the property in which one lives is one that has strong supporters on each side. There are persuasive arguments for both points of view. 
One of the main advantages of renting a property is flexibility. Usually, a tenant only has to give a month's notice before changing where he or she lives. If a property is owned and a change is needed, the property must be put onto the market and it is frequently a long and stressful process to get a sale completed. Sometimes, the wrong time of year or a bad market can mean that a sale is not possible. Another advantage of renting is that a large amount of a family's capital is not tied up in the property. Property can cost hundreds of thousands of dollars and often a lot more. If one rents, this money can be spent on other things to help improve the family's quality of life. If the property is on a mortgage, then the deposit, also often very large, is tied up in the property and the pressure of having to make substantial payments every month can cause a lot of stress. 
Owning a property does have various advantages, though. Even though people usually have to service a mortgage every month with payments, this money is then built up with the property. With renting, the money is lost to the landlord, but at the end of the term of the mortgage, the whole property is owned by the family. This makes the process of living in a property a type of investment. In addition, the property's value often goes up after time, frequently creating a substantial profit. Owning the property where one lives can also create a sense of well-being and self-actualisation. 
The decision to whether one rents or owns the property in which one lives really boils down to individual preference. My opinion is that it is much more preferable to own a property, mainly because it creates a valuable asset for the family. 
Go here for more IELTS Band 9 Essays"
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is close to IELTS Band 9. 
Set 5 Academic book, Practice Test 25 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
Some people feel that learning a foreign language is an essential component of a child's education. Others feel that learning a foreign language is often a waste of time that can be better spent on learning about technology and other more vocational subjects. 
Discuss both views and give your own opinion. 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Sample Band 9 Essay 
Throughout the history of education, learning a foreign language or languages has been a constant component. Of course, many people feel that this is really an unnecessary part of education for everyone, but this is not a point of view that I share. 
The opponents to learning a foreign language might argue that most people do not travel that often outside their own country. In addition to this, out of all the countries of the world, comparatively not many share the same language. Therefore, learning a foreign language will only be useful for the very limited time that one spends in a country where this language is used. For some people, the language might never be used in their entire lives. When one thinks about how much time and money are spent training language teachers, buying resources, going on trips and delivering lessons for such a negligible benefit, this would seem to be a very inefficient allocation of resources. 
However, the benefits of learning a foreign language go further than just the ability to use it from time to time on a holiday or business trip. Firstly, through learning one language, one gains an understanding to some extent of how all languages work. Thus, no matter where people might end up around the world, the knowledge of language can be of use. Secondly, with the study of a foreign language, one also opens oneself up to other cultures. This allows in turn an appreciation for different points of view and belief systems. With an ever-shrinking world due to globalisation, the ability to empathise and understand the people from other countries is vital to reducing conflict and creating a more tolerant society. Finally, quite simply learning languages is excellent for the improvement of general cognitive skills. 
It seems to me that learning a foreign language, therefore, is more than just gaining the ability to speak a few words of a foreign tongue. It is part of intellectual and social development and needs to be continued for everyone in today's schools. 
Go here for more IELTS Band 9 Essays"
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is close to IELTS Band 9. 
Set 5 General Training book, Practice Test 21 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
The number of advertisements for charities on television and the Internet seems to be increasing. What is causing this? Is this a positive or a negative development? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Sample Band 9 Essay 
It indeed appears true that the frequency with which advertisements for charities appear both on television and the Internet seems to be increasing. There can be various explanations for this and it can be seen in both a positive and negative light. 
One explanation for the increase in the number of charity advertisements is that the charities themselves are becoming more aggressive in their marketing. This can also be seen in the common strategy nowadays to encourage a monthly donation, rather than a one-off donation. The increased marketing is apparent too in the increased numbers of 'street salespeople', who stop passersby and try to get them to commit to this monthly payment. 
A second reason for the increase could also be that there have been more charities started and the number of advertisements would therefore increase and become more noticeable. If these charities are all legitimate, this would mean that more help will be getting to causes that need it. The increase in charities could also be explained by a possible increase of humanitarian awareness. People might be now adopting different ideologies that take into account people in less advantageous positions. 
If the number of advertisements for charities has risen due to the fact that there has been a positive shift in people's compassionate principles, this surely has to be seen as an optimistic development. If it is due to the fact that governments have been cutting back, it could be seen as a pessimistic development. In addition, if there are more charities asking for more money, this will inevitably mean that the amount of money donated will have to be more thinly spread, which would be a negative development. 
There could be several reasons for why there are more charity advertisements today. Whatever the reasons, as long as any money is helping people in disadvantageous positions, it must be seen as a positive development. 
Go here for more IELTS Band 9 Essays"
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is likely to score IELTS Band 9. 
Set 1 Academic book, Practice Test 4 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
The breakthroughs in medical science are by far the most significant advances in world society over the last two centuries. 
Discuss this statement and give your opinion. 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Answer 
Over the last two hundred years, there have been many changes to society in nearly all aspects of people's lives. Medical science has advanced beyond recognition and it can be argued that this has been the most significant change. 
The last two centuries have witnessed great advances of the industrial revolution. Automation, machinery and various technologies have revolutionised the way people live, work, play and travel. Society has now many things that make people's lives easier and more enjoyable, including cars, planes, computers and telephones to name only a few. It is quite clear that these advances are phenomenally significant in most people's lives today. 
Medical science has also been revolutionised. The three principal challenges facing surgery, which were pain, infection and bleeding, have all been overcome, allowing the lives of millions to be saved. The discoveries of vaccines to deal with the great killer diseases of history also took place over the last two centuries. Probably billions of people who would have died from diseases such as smallpox, tuberculosis, diphtheria and tetanus have all been saved. 
In addition to this, medicine now has such an advanced knowledge of human body systems that doctors can cure or heal a wide range of ailments that would in the past have been fatal or extremely debilitating. It is also likely that the next century will see similar significant advances. 
In conclusion, although there have been many different advances in society over the last two hundred years, the fact that so many people have had their lives saved or improved by medical breakthroughs makes it seem incontrovertible that it is these medical advances that have been the most significant. 
Go here for more IELTS Band 9 Essays"
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is likely to score IELTS Band 9. 
Set 1 Academic book, Practice Test 5 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
Some people believe today that everyone has a right to access to the Internet and that governments should provide this access for free. Other people believe that access to the internet is not a right and should be paid for like other services. 
Discuss both these views and give your opinion. 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Answer 
Nowadays most information is transmitted over the Internet. A strong dependency on this medium has been created, as personal, political and economic news and information are shared through it. As the Internet is so widely needed, many people believe that governments should provide this access for free. Others believe that Internet access should be paid for. 
Before the creation of the Internet, people had phones, newspapers and televisions; nowadays the Internet can replace all of these. Society is now built on a system that relies on everyone having access to the Internet, whether this be in school or in work life. However, while it is seen as a basic necessity in western cultures, the costs for accessing it are still too high for some people. When this point of view is taken into account, it can be concluded that governments should provide access, or a division of inequality will be created in society. 
However, when one takes into account the things that the Internet has replaced, it becomes apparent that most of these are not free as well. It is necessary to pay for phone calls, for television and for newspapers. Storing all the information and passing it to consumers through the World Wide Web also entails costs. This raises the question whether the Internet should be handled differently. Providing Internet access to everyone would mean a significant cost for the governments, especially at times of economic crisis. Therefore, this is not a plausible solution to integrate each individual into the society. 
In my opinion, while the Internet has become as necessary as a phone, governments should not provide it for free, as the money needed for this would put too much strain on public resources. This finance could be used for even more urgent topics, such as poverty and starvation. 
Go here for more IELTS Band 9 Essays"
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is likely to score IELTS Band 9. 
Set 2 General Training book, Practice Test 10 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
There is a problem today that copyright materials such as music, films and books are freely available on the Internet with the result that the owners of the works lose money. 
Do you feel that this is a good or bad thing? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Answer 
In modern day society, it has become common to make copyright protected material freely available on the Internet with the result that the owners of the work lose large sums of money. The discussion of whether or not this distribution is of positive or negative nature has therefore been raised. Personally, I believe that this issue has both negative and positive effects. 
Distributing copyright protected material freely online can firstly help make this material more popular. Often people are not willing to spend money on a film or song before being exposed to it once, as they cannot be sure that they will enjoy the material they are about to purchase. If they purchase a song or film and then do not like it, the money spent will have been wasted, which is disappointing. Frequently, people purchase copyright protected material that they enjoyed after being exposed to it once, meaning that often owners often receive money at a later stage. An owner's reputation can additionally improve, because frequently owners who allow their work to be distributed partially or completely online have a more positive reputation amongst customers. 
Regardless of the positive effects of the free online distribution of copyright protected material, it can be said that this distribution has several negative effects. Firstly, owners lose large sums of money through it. A lot of time and money can be spent producing the material distributed, as certain spaces and equipment must be rented or bought to produce a certain song or film. Like all other people, artists need money to survive and thus are at a disadvantage when they do not receive money for their work. I personally believe therefore that governments should make sure that when something is performed in public or when work is displayed in public, artists should receive credit and money. 
In conclusion, it can be said that the online distribution of copyright protected material has both negative and positive effects. In my opinion, it cannot fully be determined whether this distribution is of a positive or negative nature; one must decide upon this for oneself. 
Go here for more IELTS Band 9 Essays"
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is likely to score IELTS Band 9. 
Set 3 Academic book, Practice Test 12 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
With the improvements in today's health care, society has to care for more and more elderly people. 
Do you feel that society will be able to cope with the increase in numbers of elderly people today and how can it be managed? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Answer 
In current society, the life expectancy in western countries has increased significantly. Also, fewer babies are being born, causing the relative percentage of elderly people to increase. These people have to be taken care of, causing the question to rise whether this number of elderly people can be cared for. 
When people grow older, they can also develop more health issues, resulting in more visits to doctors and hospitals, and an increased usage of pharmaceuticals. Due to the current large numbers of elderly people, the pressure put onto health care systems is increasing. In many western countries, the state provides most of the health care system. Therefore with increasing numbers of old people, higher percentages of state funding have to be allocated to health care and this could cause shortfalls in other areas, for example education. This change in the distribution of money can therefore impact society negatively. 
Society should be able to handle these changes. Governments will have been able to predict the changing demographic situations in their countries and plan accordingly. This might indeed lead to other sectors in society having money taken away from them, but caring for the elderly is one of the key responsibilities of today's governments. For the future, it might be necessary to ensure that an extra insurance charge is levied on people's salaries in order that any future financial shortfall is met. This would be unpopular, but would allow governments to have the necessary funds available. 
In conclusion, society today and in the future should be well able to deal with caring for their elderly. It is only a question of careful long-term forecasting and planning. 
Go here for more IELTS Band 9 Essays"
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is close to IELTS Band 9. 
Set 4 General Training book, Practice Test 16 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
Professional sportsmen and sportswomen and professional entertainers can often command enormous salaries today and this situation reflects society's dependence on being entertained. 
To what extent do you agree or disagree with this? 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Sample Band 9 Essay 
It is no secret that today's entertainment industry is extremely popular, with nearly everyone being engaged at some time in watching TV shows, movies and sports games. The North American sports industry alone generates a massive $67.7 billion every year. With the present emphasis on entertainment, sportsmen and women and professional entertainers can earn enormous salaries, with figures in the millions for one game, appearance or film. This situation certainly does reflect today's society's obsession with entertainment. 
Many people argue that celebrities do not deserve such payment when work in other professions considered of equal or higher value to society is underpaid. A-list celebrities can make over $20 million per movie, whilst many average workers can barely make ends meet. Of course there are lots of people who say that there are better ways the money could be used, rather than allowing such a vast amount to go to just one person. This is a fairly naive point of view, though. So long as people wish to watch entertainment, advertising in turn will be present and the most watched celebrities will be able to earn high salaries, as their presence will ensure the high viewing figures the advertisers desire. 
Though celebrities and sportsmen and sportswomen often make very large sums of money, it can also be seen as unfair to say that they do not deserve it or propose their money be used for something else. While it is true that they did not find a cure for cancer or made a life-changing scientific discovery, their hard work and expertise created a product that the public wants to see and the high payment merely reflects their value. 
In conclusion, it is clear that today's society is indeed a society obsessed with being entertained and the high salaries paid to those who entertain society clearly reflect this. The high payments, however, are not necessarily out of place or undeserved. 
Go here for more IELTS Band 9 Essays"
9;"This is a model response to a Writing Task 2 topic from High Scorer's Choice IELTS Practice Tests book series (reprinted with permission). This answer is close to IELTS Band 9. 
Set 4 Academic book, Practice Test 18 
Writing Task 2 
You should spend about 40 minutes on this task. 
Write about the following topic: 
The fact that enormous sums are paid for pieces of art is not acceptable at a time when many people around the world live in poverty. Discuss this statement and give your opinion. 
Give reasons for your answer and include any relevant examples from your knowledge or experience. 
You should write at least 250 words. 

Sample Band 9 Essay 
It is true that pieces of art in today's world can change hands for enormous sums. Works by artists such as Picasso, da Vinci and Rembrandt have been sold for millions of dollars. Recently, a Modigliani was sold to a billionaire for one hundred and seventy million dollars. It certainly seems obscene that such figures are spent when many people around the world live in poverty. 
The work of many charities would be transformed by the money generated by just one of these art sales and in turn, the lives of ordinary people in need would be transformed. Medicines, food and shelter amongst other things could easily be provided, saving lots of lives, many of which would be children. When the issue is looked at from this point of view, the art sales world certainly seems obscene. 
However, in my opinion, things are unlikely to change. Human greed is endemic and people who have the drive to earn that amount of money and who actually have access to these sums in cash are not often people who will part with their wealth. Lots of prosperous people support many charities, but it is unlikely that they would completely relinquish their access to the luxuries that accompany their lives. The works of art are also often seen as investments in themselves, to be held on to for a period of time and then resold at a profit. 
In conclusion, in an ideal world, the vast sums of money that are spent on fine and rare works of art would be better spent on helping those in need. In reality, however, this is unlikely to take place. 
Go here for more IELTS Band 9 Essays"
